No,Variable Name,Final Value,Reduced Cost,Objective Coeficient,Lower Range,Upper Range,month
211,_19M09Product_79ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,19M09
212,_19M09Product_79ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,19M09
213,_19M09Product_79PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,19M09
214,_19M09Product_79PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,19M09
215,_19M09Product_85ClinchingClincher_02,29.00000,0.0,2.20000,-Inf,4.40000,19M09
216,_19M09Product_85ClinchingClincher_Subcon,0.0,2.20000,4.40000,2.20000,+Inf,19M09
217,_19M09Product_85HeatStakingHeatStake_05,29.00000,0.0,3.10000,-Inf,6.20000,19M09
218,_19M09Product_85HeatStakingHeatStake_Subcon,0.0,3.10000,6.20000,3.10000,+Inf,19M09
219,_19M09Product_85PressingHydraulicPress_01,29.00000,0.0,1.10000,-Inf,2.20000,19M09
220,_19M09Product_85PressingHydraulicPress_Subcon,0.0,1.10000,2.20000,1.10000,+Inf,19M09
221,_19M09Product_85TestingTester_05,29.00000,0.0,2.70000,-Inf,5.40000,19M09
222,_19M09Product_85TestingTester_Subcon,0.0,2.70000,5.40000,2.70000,+Inf,19M09
223,_19M09Product_86ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,19M09
224,_19M09Product_86ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,19M09
225,_19M09Product_86HeatStakingHeatStake_05,0.0,3.10000,3.10000,0.0,+Inf,19M09
226,_19M09Product_86HeatStakingHeatStake_Subcon,0.0,6.20000,6.20000,0.0,+Inf,19M09
227,_19M09Product_86PressingHydraulicPress_01,0.0,1.10000,1.10000,0.0,+Inf,19M09
228,_19M09Product_86PressingHydraulicPress_Subcon,0.0,2.20000,2.20000,0.0,+Inf,19M09
229,_19M09Product_86TestingTester_05,0.0,2.70000,2.70000,0.0,+Inf,19M09
230,_19M09Product_86TestingTester_Subcon,0.0,5.40000,5.40000,0.0,+Inf,19M09
1,_19M10Product_14ClinchingClincher_02,0.0,1.80000,1.80000,0.0,+Inf,19M10
2,_19M10Product_14ClinchingClincher_Subcon,0.0,3.60000,3.60000,0.0,+Inf,19M10
3,_19M10Product_14PressingHydraulicPress_01,0.0,.30000,.30000,0.0,+Inf,19M10
4,_19M10Product_14PressingHydraulicPress_Subcon,0.0,.60000,.60000,0.0,+Inf,19M10
5,_19M10Product_17ClinchingClincher_02,0.0,2.30000,2.30000,0.0,+Inf,19M10
6,_19M10Product_17ClinchingClincher_Subcon,0.0,4.60000,4.60000,0.0,+Inf,19M10
7,_19M10Product_17HeatStakingHeatStake_07,0.0,6.50000,6.50000,0.0,+Inf,19M10
8,_19M10Product_17HeatStakingHeatStake_08,0.0,5.80000,5.80000,0.0,+Inf,19M10
9,_19M10Product_17HeatStakingHeatStake_10,0.0,6.80000,6.80000,0.0,+Inf,19M10
10,_19M10Product_17HeatStakingHeatStake_Subcon,0.0,11.60000,11.60000,0.0,+Inf,19M10
11,_19M10Product_17PressingHydraulicPress_01,0.0,1.00000,1.00000,0.0,+Inf,19M10
12,_19M10Product_17PressingHydraulicPress_Subcon,0.0,2.00000,2.00000,0.0,+Inf,19M10
13,_19M10Product_17TestingTester_07,0.0,3.00000,3.00000,0.0,+Inf,19M10
14,_19M10Product_17TestingTester_08,0.0,2.00000,2.00000,0.0,+Inf,19M10
15,_19M10Product_17TestingTester_10,0.0,1.10000,1.10000,0.0,+Inf,19M10
16,_19M10Product_17TestingTester_Subcon,0.0,2.20000,2.20000,0.0,+Inf,19M10
17,_19M10Product_22ClinchingClincher_02,3189.00000,0.0,2.70000,-Inf,5.40000,19M10
18,_19M10Product_22ClinchingClincher_Subcon,0.0,2.70000,5.40000,2.70000,+Inf,19M10
19,_19M10Product_22HeatStakingHeatStake_06,3189.00000,0.0,4.50000,-Inf,9.00000,19M10
20,_19M10Product_22HeatStakingHeatStake_Subcon,0.0,4.50000,9.00000,4.50000,+Inf,19M10
21,_19M10Product_22PressingHydraulicPress_01,3189.00000,0.0,1.50000,-Inf,3.00000,19M10
22,_19M10Product_22PressingHydraulicPress_Subcon,0.0,1.50000,3.00000,1.50000,+Inf,19M10
23,_19M10Product_22TestingTester_06,3189.00000,0.0,3.00000,-Inf,5.87500,19M10
24,_19M10Product_22TestingTester_Subcon,0.0,2.87500,6.00000,3.12500,+Inf,19M10
25,_19M10Product_25ClinchingClincher_02,13374.00000,0.0,2.40000,-Inf,4.80000,19M10
26,_19M10Product_25ClinchingClincher_Subcon,0.0,2.40000,4.80000,2.40000,+Inf,19M10
27,_19M10Product_25PressingHydraulicPress_01,13374.00000,0.0,.60000,-Inf,1.20000,19M10
28,_19M10Product_25PressingHydraulicPress_Subcon,0.0,.60000,1.20000,.60000,+Inf,19M10
29,_19M10Product_26ClinchingClincher_02,4901.00000,0.0,2.70000,-Inf,5.40000,19M10
30,_19M10Product_26ClinchingClincher_Subcon,0.0,2.70000,5.40000,2.70000,+Inf,19M10
31,_19M10Product_26PressingHydraulicPress_01,4901.00000,0.0,1.50000,-Inf,3.00000,19M10
32,_19M10Product_26PressingHydraulicPress_Subcon,0.0,1.50000,3.00000,1.50000,+Inf,19M10
33,_19M10Product_27ClinchingClincher_02,45359.00000,0.0,2.70000,-Inf,5.40000,19M10
34,_19M10Product_27ClinchingClincher_Subcon,0.0,2.70000,5.40000,2.70000,+Inf,19M10
35,_19M10Product_27PressingHydraulicPress_01,45359.00000,0.0,1.50000,-Inf,3.00000,19M10
36,_19M10Product_27PressingHydraulicPress_Subcon,0.0,1.50000,3.00000,1.50000,+Inf,19M10
37,_19M10Product_28ClinchingClincher_02,3.00000,0.0,2.90000,-Inf,5.80000,19M10
38,_19M10Product_28ClinchingClincher_Subcon,0.0,2.90000,5.80000,2.90000,+Inf,19M10
39,_19M10Product_28HeatStakingHeatStake_05,3.00000,0.0,3.60000,-Inf,7.20000,19M10
40,_19M10Product_28HeatStakingHeatStake_Subcon,0.0,3.60000,7.20000,3.60000,+Inf,19M10
41,_19M10Product_28PressingHydraulicPress_01,3.00000,0.0,1.20000,-Inf,2.40000,19M10
42,_19M10Product_28PressingHydraulicPress_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,19M10
43,_19M10Product_28TestingTester_05,3.00000,0.0,1.20000,-Inf,2.40000,19M10
44,_19M10Product_28TestingTester_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,19M10
45,_19M10Product_29ClinchingClincher_02,51.00000,0.0,2.90000,-Inf,5.80000,19M10
46,_19M10Product_29ClinchingClincher_Subcon,0.0,2.90000,5.80000,2.90000,+Inf,19M10
47,_19M10Product_29HeatStakingHeatStake_05,51.00000,0.0,3.60000,-Inf,7.20000,19M10
48,_19M10Product_29HeatStakingHeatStake_Subcon,0.0,3.60000,7.20000,3.60000,+Inf,19M10
49,_19M10Product_29PressingHydraulicPress_01,51.00000,0.0,1.20000,-Inf,2.40000,19M10
50,_19M10Product_29PressingHydraulicPress_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,19M10
51,_19M10Product_29TestingTester_05,51.00000,0.0,2.60000,-Inf,5.20000,19M10
52,_19M10Product_29TestingTester_Subcon,0.0,2.60000,5.20000,2.60000,+Inf,19M10
53,_19M10Product_37ClinchingClincher_02,33370.00000,0.0,1.50000,-Inf,3.00000,19M10
54,_19M10Product_37ClinchingClincher_Subcon,0.0,1.50000,3.00000,1.50000,+Inf,19M10
55,_19M10Product_37HeatStakingHeatStake_04,16876.76512,0.0,5.40000,5.40000,6.45375,19M10
56,_19M10Product_37HeatStakingHeatStake_06,16493.23488,0.0,5.40000,4.34625,5.40000,19M10
57,_19M10Product_37HeatStakingHeatStake_Subcon,0.0,5.40000,10.80000,5.40000,+Inf,19M10
58,_19M10Product_37PressingHydraulicPress_01,33370.00000,0.0,.30000,-Inf,.60000,19M10
59,_19M10Product_37PressingHydraulicPress_Subcon,0.0,.30000,.60000,.30000,+Inf,19M10
60,_19M10Product_37TestingTester_04,33370.00000,0.0,2.30000,-Inf,2.39167,19M10
61,_19M10Product_37TestingTester_06,0.0,.09167,2.30000,2.20833,+Inf,19M10
62,_19M10Product_37TestingTester_Subcon,0.0,2.30000,4.60000,2.30000,+Inf,19M10
63,_19M10Product_41ClinchingClincher_02,0.0,1.50000,1.50000,0.0,+Inf,19M10
64,_19M10Product_41ClinchingClincher_Subcon,0.0,3.00000,3.00000,0.0,+Inf,19M10
65,_19M10Product_41HeatStakingHeatStake_04,0.0,4.60000,4.60000,0.0,+Inf,19M10
66,_19M10Product_41HeatStakingHeatStake_Subcon,0.0,9.20000,9.20000,0.0,+Inf,19M10
67,_19M10Product_41PressingHydraulicPress_01,0.0,.50000,.50000,0.0,+Inf,19M10
68,_19M10Product_41PressingHydraulicPress_Subcon,0.0,1.00000,1.00000,0.0,+Inf,19M10
69,_19M10Product_41TestingTester_04,0.0,2.30000,2.30000,0.0,+Inf,19M10
70,_19M10Product_41TestingTester_Subcon,0.0,4.60000,4.60000,0.0,+Inf,19M10
71,_19M10Product_46ClinchingClincher_02,0.0,2.30000,2.30000,0.0,+Inf,19M10
72,_19M10Product_46ClinchingClincher_Subcon,0.0,4.60000,4.60000,0.0,+Inf,19M10
73,_19M10Product_46PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,19M10
74,_19M10Product_46PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,19M10
75,_19M10Product_47ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,19M10
76,_19M10Product_47ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,19M10
77,_19M10Product_47PressingHydraulicPress_01,0.0,1.90000,1.90000,0.0,+Inf,19M10
78,_19M10Product_47PressingHydraulicPress_Subcon,0.0,3.80000,3.80000,0.0,+Inf,19M10
79,_19M10Product_48ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,19M10
80,_19M10Product_48ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,19M10
81,_19M10Product_48PressingHydraulicPress_01,0.0,1.90000,1.90000,0.0,+Inf,19M10
82,_19M10Product_48PressingHydraulicPress_Subcon,0.0,3.80000,3.80000,0.0,+Inf,19M10
83,_19M10Product_57ClinchingClincher_01,12504.00000,0.0,1.40000,-Inf,2.80000,19M10
84,_19M10Product_57ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,19M10
85,_19M10Product_57HeatStakingHeatStake_06,0.0,.20000,7.50000,7.30000,+Inf,19M10
86,_19M10Product_57HeatStakingHeatStake_07,0.0,0.0,7.30000,7.30000,+Inf,19M10
87,_19M10Product_57HeatStakingHeatStake_08,12504.00000,0.0,7.30000,-Inf,7.30000,19M10
88,_19M10Product_57HeatStakingHeatStake_09,0.0,.60000,7.90000,7.30000,+Inf,19M10
89,_19M10Product_57HeatStakingHeatStake_Subcon,0.0,7.30000,14.60000,7.30000,+Inf,19M10
90,_19M10Product_57PressingHydraulicPress_01,12504.00000,0.0,.60000,-Inf,1.20000,19M10
91,_19M10Product_57PressingHydraulicPress_Subcon,0.0,.60000,1.20000,.60000,+Inf,19M10
92,_19M10Product_57TestingTester_06,12504.00000,0.0,2.50000,-Inf,2.50000,19M10
93,_19M10Product_57TestingTester_07,0.0,0.0,2.70000,2.70000,+Inf,19M10
94,_19M10Product_57TestingTester_08,0.0,.20000,2.90000,2.70000,+Inf,19M10
95,_19M10Product_57TestingTester_09,0.0,.30000,3.00000,2.70000,+Inf,19M10
96,_19M10Product_57TestingTester_Subcon,0.0,2.30000,5.00000,2.70000,+Inf,19M10
97,_19M10Product_58ClinchingClincher_01,11119.00000,0.0,1.40000,-Inf,2.80000,19M10
98,_19M10Product_58ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,19M10
99,_19M10Product_58HeatStakingHeatStake_06,0.0,.20000,7.50000,7.30000,+Inf,19M10
100,_19M10Product_58HeatStakingHeatStake_07,0.0,0.0,7.30000,7.30000,+Inf,19M10
101,_19M10Product_58HeatStakingHeatStake_08,11119.00000,0.0,7.30000,-Inf,7.30000,19M10
102,_19M10Product_58HeatStakingHeatStake_09,0.0,.60000,7.90000,7.30000,+Inf,19M10
103,_19M10Product_58HeatStakingHeatStake_Subcon,0.0,7.30000,14.60000,7.30000,+Inf,19M10
104,_19M10Product_58PressingHydraulicPress_01,11119.00000,0.0,.60000,-Inf,1.20000,19M10
105,_19M10Product_58PressingHydraulicPress_Subcon,0.0,.60000,1.20000,.60000,+Inf,19M10
106,_19M10Product_58TestingTester_06,3809.37500,0.0,2.50000,2.50000,2.70000,19M10
107,_19M10Product_58TestingTester_07,7309.62500,0.0,2.70000,2.50000,2.70000,19M10
108,_19M10Product_58TestingTester_08,0.0,.20000,2.90000,2.70000,+Inf,19M10
109,_19M10Product_58TestingTester_09,0.0,.30000,3.00000,2.70000,+Inf,19M10
110,_19M10Product_58TestingTester_Subcon,0.0,2.30000,5.00000,2.70000,+Inf,19M10
111,_19M10Product_59ClinchingClincher_01,11581.00000,0.0,1.40000,-Inf,2.80000,19M10
112,_19M10Product_59ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,19M10
113,_19M10Product_59HeatStakingHeatStake_07,11581.00000,0.0,5.70000,-Inf,6.00000,19M10
114,_19M10Product_59HeatStakingHeatStake_08,0.0,.30000,6.00000,5.70000,+Inf,19M10
115,_19M10Product_59HeatStakingHeatStake_Subcon,0.0,5.70000,11.40000,5.70000,+Inf,19M10
116,_19M10Product_59PressingHydraulicPress_01,11581.00000,0.0,1.00000,-Inf,2.00000,19M10
117,_19M10Product_59PressingHydraulicPress_Subcon,0.0,1.00000,2.00000,1.00000,+Inf,19M10
118,_19M10Product_59TestingTester_07,11581.00000,0.0,2.90000,-Inf,3.50000,19M10
119,_19M10Product_59TestingTester_08,0.0,.60000,3.50000,2.90000,+Inf,19M10
120,_19M10Product_59TestingTester_Subcon,0.0,2.90000,5.80000,2.90000,+Inf,19M10
121,_19M10Product_60ClinchingClincher_01,11590.00000,0.0,1.40000,-Inf,2.80000,19M10
122,_19M10Product_60ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,19M10
123,_19M10Product_60HeatStakingHeatStake_07,11590.00000,0.0,5.70000,-Inf,6.00000,19M10
124,_19M10Product_60HeatStakingHeatStake_08,0.0,.30000,6.00000,5.70000,+Inf,19M10
125,_19M10Product_60HeatStakingHeatStake_Subcon,0.0,5.70000,11.40000,5.70000,+Inf,19M10
126,_19M10Product_60PressingHydraulicPress_01,11590.00000,0.0,1.00000,-Inf,2.00000,19M10
127,_19M10Product_60PressingHydraulicPress_Subcon,0.0,1.00000,2.00000,1.00000,+Inf,19M10
128,_19M10Product_60TestingTester_07,11590.00000,0.0,2.90000,-Inf,3.50000,19M10
129,_19M10Product_60TestingTester_08,0.0,.60000,3.50000,2.90000,+Inf,19M10
130,_19M10Product_60TestingTester_Subcon,0.0,2.90000,5.80000,2.90000,+Inf,19M10
131,_19M10Product_66ClinchingClincher_02,0.0,1.20000,1.20000,0.0,+Inf,19M10
132,_19M10Product_66ClinchingClincher_Subcon,0.0,2.40000,2.40000,0.0,+Inf,19M10
133,_19M10Product_66HeatStakingHeatStake_07,0.0,8.00000,8.00000,0.0,+Inf,19M10
134,_19M10Product_66HeatStakingHeatStake_08,0.0,7.00000,7.00000,0.0,+Inf,19M10
135,_19M10Product_66HeatStakingHeatStake_Subcon,0.0,14.00000,14.00000,0.0,+Inf,19M10
136,_19M10Product_66PressingHydraulicPress_01,0.0,.40000,.40000,0.0,+Inf,19M10
137,_19M10Product_66PressingHydraulicPress_Subcon,0.0,.80000,.80000,0.0,+Inf,19M10
138,_19M10Product_66TestingTester_07,0.0,1.20000,1.20000,0.0,+Inf,19M10
139,_19M10Product_66TestingTester_08,0.0,1.50000,1.50000,0.0,+Inf,19M10
140,_19M10Product_66TestingTester_Subcon,0.0,2.40000,2.40000,0.0,+Inf,19M10
141,_19M10Product_67ClinchingClincher_02,0.0,1.20000,1.20000,0.0,+Inf,19M10
142,_19M10Product_67ClinchingClincher_Subcon,0.0,2.40000,2.40000,0.0,+Inf,19M10
143,_19M10Product_67HeatStakingHeatStake_07,0.0,8.00000,8.00000,0.0,+Inf,19M10
144,_19M10Product_67HeatStakingHeatStake_08,0.0,7.00000,7.00000,0.0,+Inf,19M10
145,_19M10Product_67HeatStakingHeatStake_Subcon,0.0,14.00000,14.00000,0.0,+Inf,19M10
146,_19M10Product_67PressingHydraulicPress_01,0.0,.40000,.40000,0.0,+Inf,19M10
147,_19M10Product_67PressingHydraulicPress_Subcon,0.0,.80000,.80000,0.0,+Inf,19M10
148,_19M10Product_67TestingTester_07,0.0,1.20000,1.20000,0.0,+Inf,19M10
149,_19M10Product_67TestingTester_08,0.0,1.50000,1.50000,0.0,+Inf,19M10
150,_19M10Product_67TestingTester_Subcon,0.0,2.40000,2.40000,0.0,+Inf,19M10
151,_19M10Product_69ClinchingClincher_02,54173.00000,0.0,2.40000,-Inf,4.80000,19M10
152,_19M10Product_69ClinchingClincher_Subcon,0.0,2.40000,4.80000,2.40000,+Inf,19M10
153,_19M10Product_69HeatStakingHeatStake_06,54173.00000,0.0,5.10000,-Inf,10.20000,19M10
154,_19M10Product_69HeatStakingHeatStake_Subcon,0.0,5.10000,10.20000,5.10000,+Inf,19M10
155,_19M10Product_69PressingHydraulicPress_01,54173.00000,0.0,1.70000,-Inf,3.40000,19M10
156,_19M10Product_69PressingHydraulicPress_Subcon,0.0,1.70000,3.40000,1.70000,+Inf,19M10
157,_19M10Product_69TestingTester_06,54173.00000,0.0,1.80000,-Inf,3.50833,19M10
158,_19M10Product_69TestingTester_Subcon,0.0,1.70833,3.60000,1.89167,+Inf,19M10
159,_19M10Product_70ClinchingClincher_02,27631.00000,0.0,1.80000,-Inf,3.60000,19M10
160,_19M10Product_70ClinchingClincher_Subcon,0.0,1.80000,3.60000,1.80000,+Inf,19M10
161,_19M10Product_70HeatStakingHeatStake_06,27631.00000,0.0,3.40000,-Inf,6.80000,19M10
162,_19M10Product_70HeatStakingHeatStake_Subcon,0.0,3.40000,6.80000,3.40000,+Inf,19M10
163,_19M10Product_70PressingHydraulicPress_01,27631.00000,0.0,2.00000,-Inf,4.00000,19M10
164,_19M10Product_70PressingHydraulicPress_Subcon,0.0,2.00000,4.00000,2.00000,+Inf,19M10
165,_19M10Product_70TestingTester_06,27631.00000,0.0,1.10000,-Inf,2.10833,19M10
166,_19M10Product_70TestingTester_Subcon,0.0,1.00833,2.20000,1.19167,+Inf,19M10
167,_19M10Product_73ClinchingClincher_01,0.0,2.40000,2.40000,0.0,+Inf,19M10
168,_19M10Product_73ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,19M10
169,_19M10Product_73HeatStakingHeatStake_04,0.0,5.00000,5.00000,0.0,+Inf,19M10
170,_19M10Product_73HeatStakingHeatStake_09,0.0,6.60000,6.60000,0.0,+Inf,19M10
171,_19M10Product_73HeatStakingHeatStake_Subcon,0.0,10.00000,10.00000,0.0,+Inf,19M10
172,_19M10Product_73PressingHydraulicPress_01,0.0,1.30000,1.30000,0.0,+Inf,19M10
173,_19M10Product_73PressingHydraulicPress_Subcon,0.0,2.60000,2.60000,0.0,+Inf,19M10
174,_19M10Product_73TestingTester_04,0.0,2.60000,2.60000,0.0,+Inf,19M10
175,_19M10Product_73TestingTester_09,0.0,2.60000,2.60000,0.0,+Inf,19M10
176,_19M10Product_73TestingTester_Subcon,0.0,5.20000,5.20000,0.0,+Inf,19M10
177,_19M10Product_74ClinchingClincher_01,481.00000,0.0,2.40000,-Inf,4.80000,19M10
178,_19M10Product_74ClinchingClincher_Subcon,0.0,2.40000,4.80000,2.40000,+Inf,19M10
179,_19M10Product_74HeatStakingHeatStake_04,481.00000,0.0,5.00000,-Inf,6.60000,19M10
180,_19M10Product_74HeatStakingHeatStake_09,0.0,1.60000,6.60000,5.00000,+Inf,19M10
181,_19M10Product_74HeatStakingHeatStake_Subcon,0.0,5.00000,10.00000,5.00000,+Inf,19M10
182,_19M10Product_74PressingHydraulicPress_01,481.00000,0.0,1.30000,-Inf,2.60000,19M10
183,_19M10Product_74PressingHydraulicPress_Subcon,0.0,1.30000,2.60000,1.30000,+Inf,19M10
184,_19M10Product_74TestingTester_04,0.0,0.0,2.60000,2.60000,+Inf,19M10
185,_19M10Product_74TestingTester_09,481.00000,0.0,2.60000,-Inf,2.60000,19M10
186,_19M10Product_74TestingTester_Subcon,0.0,2.60000,5.20000,2.60000,+Inf,19M10
187,_19M10Product_75ClinchingClincher_01,0.0,2.40000,2.40000,0.0,+Inf,19M10
188,_19M10Product_75ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,19M10
189,_19M10Product_75HeatStakingHeatStake_04,0.0,5.00000,5.00000,0.0,+Inf,19M10
190,_19M10Product_75HeatStakingHeatStake_09,0.0,3.20000,3.20000,0.0,+Inf,19M10
191,_19M10Product_75HeatStakingHeatStake_Subcon,0.0,6.40000,6.40000,0.0,+Inf,19M10
192,_19M10Product_75PressingHydraulicPress_01,0.0,1.60000,1.60000,0.0,+Inf,19M10
193,_19M10Product_75PressingHydraulicPress_Subcon,0.0,3.20000,3.20000,0.0,+Inf,19M10
194,_19M10Product_75TestingTester_04,0.0,1.90000,1.90000,0.0,+Inf,19M10
195,_19M10Product_75TestingTester_09,0.0,1.90000,1.90000,0.0,+Inf,19M10
196,_19M10Product_75TestingTester_Subcon,0.0,3.80000,3.80000,0.0,+Inf,19M10
197,_19M10Product_76ClinchingClincher_01,0.0,2.40000,2.40000,0.0,+Inf,19M10
198,_19M10Product_76ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,19M10
199,_19M10Product_76HeatStakingHeatStake_04,0.0,5.00000,5.00000,0.0,+Inf,19M10
200,_19M10Product_76HeatStakingHeatStake_09,0.0,3.20000,3.20000,0.0,+Inf,19M10
201,_19M10Product_76HeatStakingHeatStake_Subcon,0.0,6.40000,6.40000,0.0,+Inf,19M10
202,_19M10Product_76PressingHydraulicPress_01,0.0,1.60000,1.60000,0.0,+Inf,19M10
203,_19M10Product_76PressingHydraulicPress_Subcon,0.0,3.20000,3.20000,0.0,+Inf,19M10
204,_19M10Product_76TestingTester_04,0.0,1.90000,1.90000,0.0,+Inf,19M10
205,_19M10Product_76TestingTester_09,0.0,1.90000,1.90000,0.0,+Inf,19M10
206,_19M10Product_76TestingTester_Subcon,0.0,3.80000,3.80000,0.0,+Inf,19M10
207,_19M10Product_77ClinchingClincher_02,17.00000,0.0,2.20000,-Inf,4.40000,19M10
208,_19M10Product_77ClinchingClincher_Subcon,0.0,2.20000,4.40000,2.20000,+Inf,19M10
209,_19M10Product_77PressingHydraulicPress_01,17.00000,0.0,1.80000,-Inf,3.60000,19M10
210,_19M10Product_77PressingHydraulicPress_Subcon,0.0,1.80000,3.60000,1.80000,+Inf,19M10
211,_19M10Product_79ClinchingClincher_02,1623.00000,0.0,2.20000,-Inf,4.40000,19M10
212,_19M10Product_79ClinchingClincher_Subcon,0.0,2.20000,4.40000,2.20000,+Inf,19M10
213,_19M10Product_79PressingHydraulicPress_01,1623.00000,0.0,1.80000,-Inf,3.60000,19M10
214,_19M10Product_79PressingHydraulicPress_Subcon,0.0,1.80000,3.60000,1.80000,+Inf,19M10
215,_19M10Product_85ClinchingClincher_02,227.00000,0.0,2.20000,-Inf,4.40000,19M10
216,_19M10Product_85ClinchingClincher_Subcon,0.0,2.20000,4.40000,2.20000,+Inf,19M10
217,_19M10Product_85HeatStakingHeatStake_05,227.00000,0.0,3.10000,-Inf,6.20000,19M10
218,_19M10Product_85HeatStakingHeatStake_Subcon,0.0,3.10000,6.20000,3.10000,+Inf,19M10
219,_19M10Product_85PressingHydraulicPress_01,227.00000,0.0,1.10000,-Inf,2.20000,19M10
220,_19M10Product_85PressingHydraulicPress_Subcon,0.0,1.10000,2.20000,1.10000,+Inf,19M10
221,_19M10Product_85TestingTester_05,227.00000,0.0,2.70000,-Inf,5.40000,19M10
222,_19M10Product_85TestingTester_Subcon,0.0,2.70000,5.40000,2.70000,+Inf,19M10
223,_19M10Product_86ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,19M10
224,_19M10Product_86ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,19M10
225,_19M10Product_86HeatStakingHeatStake_05,0.0,3.10000,3.10000,0.0,+Inf,19M10
226,_19M10Product_86HeatStakingHeatStake_Subcon,0.0,6.20000,6.20000,0.0,+Inf,19M10
227,_19M10Product_86PressingHydraulicPress_01,0.0,1.10000,1.10000,0.0,+Inf,19M10
228,_19M10Product_86PressingHydraulicPress_Subcon,0.0,2.20000,2.20000,0.0,+Inf,19M10
229,_19M10Product_86TestingTester_05,0.0,2.70000,2.70000,0.0,+Inf,19M10
230,_19M10Product_86TestingTester_Subcon,0.0,5.40000,5.40000,0.0,+Inf,19M10
1,_19M11Product_14ClinchingClincher_02,0.0,1.80000,1.80000,0.0,+Inf,19M11
2,_19M11Product_14ClinchingClincher_Subcon,0.0,3.60000,3.60000,0.0,+Inf,19M11
3,_19M11Product_14PressingHydraulicPress_01,0.0,.30000,.30000,0.0,+Inf,19M11
4,_19M11Product_14PressingHydraulicPress_Subcon,0.0,.60000,.60000,0.0,+Inf,19M11
5,_19M11Product_17ClinchingClincher_02,0.0,2.30000,2.30000,0.0,+Inf,19M11
6,_19M11Product_17ClinchingClincher_Subcon,0.0,4.60000,4.60000,0.0,+Inf,19M11
7,_19M11Product_17HeatStakingHeatStake_07,0.0,6.50000,6.50000,0.0,+Inf,19M11
8,_19M11Product_17HeatStakingHeatStake_08,0.0,5.80000,5.80000,0.0,+Inf,19M11
9,_19M11Product_17HeatStakingHeatStake_10,0.0,6.80000,6.80000,0.0,+Inf,19M11
10,_19M11Product_17HeatStakingHeatStake_Subcon,0.0,11.60000,11.60000,0.0,+Inf,19M11
11,_19M11Product_17PressingHydraulicPress_01,0.0,1.00000,1.00000,0.0,+Inf,19M11
12,_19M11Product_17PressingHydraulicPress_Subcon,0.0,2.00000,2.00000,0.0,+Inf,19M11
13,_19M11Product_17TestingTester_07,0.0,3.00000,3.00000,0.0,+Inf,19M11
14,_19M11Product_17TestingTester_08,0.0,2.00000,2.00000,0.0,+Inf,19M11
15,_19M11Product_17TestingTester_10,0.0,1.10000,1.10000,0.0,+Inf,19M11
16,_19M11Product_17TestingTester_Subcon,0.0,2.20000,2.20000,0.0,+Inf,19M11
17,_19M11Product_22ClinchingClincher_02,1203.00000,0.0,2.70000,-Inf,5.40000,19M11
18,_19M11Product_22ClinchingClincher_Subcon,0.0,2.70000,5.40000,2.70000,+Inf,19M11
19,_19M11Product_22HeatStakingHeatStake_06,1203.00000,0.0,4.50000,-Inf,9.00000,19M11
20,_19M11Product_22HeatStakingHeatStake_Subcon,0.0,4.50000,9.00000,4.50000,+Inf,19M11
21,_19M11Product_22PressingHydraulicPress_01,1203.00000,0.0,1.50000,-Inf,3.00000,19M11
22,_19M11Product_22PressingHydraulicPress_Subcon,0.0,1.50000,3.00000,1.50000,+Inf,19M11
23,_19M11Product_22TestingTester_06,1203.00000,0.0,3.00000,-Inf,5.87500,19M11
24,_19M11Product_22TestingTester_Subcon,0.0,2.87500,6.00000,3.12500,+Inf,19M11
25,_19M11Product_25ClinchingClincher_02,3778.00000,0.0,2.40000,-Inf,4.80000,19M11
26,_19M11Product_25ClinchingClincher_Subcon,0.0,2.40000,4.80000,2.40000,+Inf,19M11
27,_19M11Product_25PressingHydraulicPress_01,3778.00000,0.0,.60000,-Inf,1.20000,19M11
